trip_id,vessel_id,vessel_type,dwt_tonnes,cargo_capacity_tonnes,engine_power_kw,sfoc_baseline_g_kwh,fuel_type,fuel_energy_density_relative,fuel_cost_per_tonne_usd,emission_factor_wtw_relative,distance_nm,speed_kn,cargo_load_tonnes,cargo_load_ratio,sea_state_douglas,wave_height_m,wind_speed_kn,weather_resistance_factor,voyage_duration_hr,physics_base_fuel_tonnes,engine_efficiency_degradation,auxiliary_power_kw,shore_power_available,fuel_consumed_tonnes,fuel_residual_tonnes,voyage_cost_usd,ghg_emissions_co2e_tonnes
TRIP-2109,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2796.0,15.29,99373.9,0.5846,4,3.08,19.1,1.1037,182.86,471.696,1.048,1760.5,1,568.95,97.254,478781.0,1587.371
TRIP-2110,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3407.6,15.28,97915.7,0.576,2,1.53,13.0,1.0445,223.01,1432.216,1.048,1740.7,0,1697.882,265.666,1907170.2,916.856
TRIP-2111,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1205.1,10.16,14412.8,0.4504,2,1.27,14.5,1.0467,118.61,73.585,1.064,710.3,1,117.582,43.997,124952.9,146.977
TRIP-2112,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3890.1,13.33,14898.2,0.8053,1,0.82,5.7,1.0086,291.83,103.171,1.032,879.6,1,116.575,13.404,337710.0,33.807
TRIP-2113,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2154.5,13.91,30760.7,0.9613,4,2.14,22.0,1.108,154.89,139.393,1.064,669.2,1,184.589,45.196,127695.18,660.829
TRIP-2114,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2115.3,9.62,53175.8,0.7597,3,2.37,19.7,1.0796,219.89,209.034,1.04,1138.6,1,346.44,137.406,348368.0,433.05
TRIP-2115,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,600.2,15.28,38242.5,0.3749,1,0.56,5.9,1.0089,39.28,168.439,1.016,1468.4,0,205.009,36.57,223758.55,256.261
TRIP-2116,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,2252.7,12.35,82026.2,0.8042,3,1.97,22.8,1.0842,182.4,499.731,1.016,1379.0,1,665.756,166.025,756831.6,359.508
TRIP-2117,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,909.3,11.33,25329.8,0.7916,2,1.42,16.6,1.0499,80.26,32.639,1.064,681.1,1,45.413,12.774,48672.14,126.702
TRIP-2118,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1326.4,9.6,31358.3,0.9799,2,1.15,11.6,1.0424,138.17,35.694,1.064,724.4,0,54.752,19.058,60456.56,152.758
TRIP-2119,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2676.8,16.79,18482.3,0.999,2,1.2,15.8,1.0487,159.43,349.868,1.032,911.4,0,406.989,57.121,268133.18,1457.021
TRIP-2120,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1484.4,10.42,54823.8,0.7832,3,2.59,15.4,1.0731,142.46,173.076,1.04,1059.5,0,251.63,78.554,262798.5,314.538
TRIP-2121,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1511.3,11.1,84796.4,0.4988,1,0.41,9.2,1.0138,136.15,151.162,1.048,1779.9,0,211.85,60.688,170847.0,758.423
TRIP-2122,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3154.9,13.57,59641.3,0.5847,3,1.81,25.8,1.0887,232.49,320.417,1.016,1464.0,1,401.277,80.86,337496.06,1119.563
TRIP-2123,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1354.9,11.03,40423.9,0.5775,6,2.35,32.4,1.1736,122.84,168.294,1.04,1069.9,1,252.016,83.722,258665.2,315.02
TRIP-2124,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3336.1,13.44,150031.1,0.8825,2,1.7,16.5,1.0497,248.22,467.776,1.048,1730.5,1,575.817,108.041,484137.26,1606.529
TRIP-2125,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2645.7,11.73,12156.4,0.3799,4,1.85,27.3,1.1159,225.55,91.939,1.064,661.4,0,128.018,36.079,117604.04,357.17
TRIP-2126,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,2108.1,15.28,58603.3,0.5745,4,3.15,27.6,1.1164,137.96,676.907,1.016,1424.1,1,877.167,200.26,989383.7,473.67
TRIP-2127,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2015.4,10.69,121174.4,0.7128,4,1.31,23.0,1.1095,188.53,429.036,1.048,1761.8,1,634.276,205.24,732703.6,342.509
TRIP-2128,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2672.3,14.06,75003.4,0.7353,3,1.11,15.1,1.0727,190.06,695.343,1.016,1450.0,1,843.67,148.327,825986.5,1054.587
TRIP-2129,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3446.0,13.42,63775.3,0.3751,1,0.87,5.7,1.0086,256.78,424.04,1.048,1781.2,1,516.901,92.861,438182.78,1442.154
TRIP-2130,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1317.7,10.94,110644.3,0.6508,4,1.27,25.4,1.1131,120.45,289.315,1.048,1746.9,0,437.626,148.311,520888.6,236.318
TRIP-2131,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,2957.1,13.53,29001.9,0.4143,3,1.75,17.9,1.0769,218.56,264.979,1.04,1138.7,0,340.33,75.351,234754.6,1218.381
TRIP-2132,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3451.5,15.5,153400.9,0.9024,6,4.31,41.3,1.1869,222.68,1616.768,1.048,1828.3,0,2105.164,488.396,2355180.4,1136.789
TRIP-2133,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3999.4,15.3,152536.7,0.8973,3,0.91,12.2,1.0683,261.4,838.668,1.048,1784.5,0,988.12,149.452,652134.4,3537.47
TRIP-2134,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3840.6,12.51,92467.8,0.9065,3,1.7,22.7,1.084,307.0,895.431,1.016,1440.8,0,1110.495,215.064,1250544.5,599.667
TRIP-2135,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1590.5,11.09,30461.8,0.4352,2,1.37,18.5,1.0527,143.42,209.298,1.04,1118.6,0,292.712,83.414,345733.2,158.064
TRIP-2136,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,854.7,13.72,108921.4,0.6407,1,0.77,7.6,1.0114,62.3,135.432,1.048,1815.8,1,172.181,36.749,141752.22,616.408
TRIP-2137,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1629.2,13.52,54970.9,0.5389,4,2.28,18.8,1.1032,120.5,162.364,1.016,1379.5,1,197.225,34.861,178335.5,550.258
TRIP-2138,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3855.1,11.0,69367.3,0.6801,2,1.43,14.5,1.0467,350.46,263.403,1.016,1444.9,0,348.57,85.167,300884.6,972.51
TRIP-2139,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1412.4,12.42,28819.1,0.9006,4,3.07,22.8,1.1092,113.72,71.852,1.064,664.4,1,97.818,25.966,73897.16,350.188
TRIP-2140,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1261.1,10.07,14576.3,0.4555,3,1.33,13.4,1.0701,125.23,37.872,1.064,706.1,1,60.768,22.896,50926.16,217.549
TRIP-2141,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2565.6,11.17,105174.3,0.6187,4,1.27,20.9,1.1063,229.69,233.007,1.048,1790.9,1,350.349,117.342,308272.22,977.474
TRIP-2142,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,2166.7,11.02,77405.8,0.7589,2,0.99,11.3,1.0419,196.62,378.613,1.016,1380.8,1,507.682,129.069,582950.2,274.148
TRIP-2143,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2111.8,14.96,73596.3,0.4329,3,2.12,21.7,1.0826,141.16,327.923,1.048,1802.9,1,407.816,79.893,353096.48,1137.807
TRIP-2144,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3041.3,17.95,14812.7,0.8007,3,2.46,26.0,1.089,169.43,146.111,1.032,911.9,1,175.471,29.36,502618.8,50.887
TRIP-2145,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3369.6,14.36,137796.1,0.8106,2,1.38,11.3,1.0419,234.65,609.737,1.048,1806.0,0,762.993,153.256,512555.66,2731.515
TRIP-2146,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2599.4,15.24,69737.6,0.9963,2,0.8,16.4,1.0496,170.56,296.248,1.04,1109.2,1,345.71,49.462,288903.8,964.531
TRIP-2147,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1748.1,10.52,62693.2,0.6146,4,2.18,27.6,1.1164,166.17,41.485,1.016,1430.2,1,65.195,23.71,207046.0,18.907
TRIP-2148,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2483.7,10.5,72258.0,0.425,3,1.39,23.6,1.0854,236.54,189.598,1.048,1748.7,0,281.986,92.388,259449.08,786.741
TRIP-2149,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1974.8,14.7,43544.1,0.6221,3,1.47,21.9,1.0829,134.34,191.549,1.04,1074.9,1,236.849,45.3,203992.22,660.809
TRIP-2150,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2845.4,13.57,16826.0,0.9095,2,1.0,17.3,1.0509,209.68,238.364,1.032,872.6,1,300.034,61.67,197321.08,1074.122
TRIP-2151,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2258.4,10.91,17314.8,0.5411,2,0.94,8.7,1.038,207.0,81.348,1.064,656.4,1,116.864,35.516,85705.68,418.373
TRIP-2152,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3513.8,10.32,42763.4,0.4192,3,1.24,17.7,1.0766,340.48,76.355,1.016,1423.9,1,115.038,38.683,346606.4,33.361
TRIP-2153,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3610.5,13.03,11266.2,0.609,3,1.33,19.7,1.0796,277.09,521.883,1.032,918.0,0,662.519,140.636,645193.05,828.149
TRIP-2154,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2897.7,10.43,104633.2,0.6155,1,0.51,11.5,1.0172,277.82,229.264,1.048,1733.1,1,324.477,95.213,288092.06,905.291
TRIP-2155,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3326.8,12.5,17475.7,0.9446,2,0.85,14.8,1.0472,266.14,238.251,1.032,875.9,0,307.774,69.523,206619.88,1101.831
TRIP-2156,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3254.7,15.63,7937.5,0.4291,3,1.31,16.1,1.0741,208.23,324.541,1.032,889.7,1,395.947,71.406,256787.14,1417.49
TRIP-2157,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3363.8,15.98,49347.1,0.4838,1,0.38,5.6,1.0084,210.5,1062.144,1.016,1429.7,0,1190.102,127.958,1159596.9,1487.628
TRIP-2158,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3037.2,14.18,31945.4,0.9983,3,2.18,22.8,1.0842,214.19,205.912,1.064,699.9,0,259.011,53.099,178336.82,927.259
TRIP-2159,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1774.0,13.4,10915.3,0.59,4,2.99,16.1,1.0991,132.39,135.012,1.032,863.6,0,171.489,36.477,122123.18,613.931
TRIP-2160,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3547.1,13.17,92432.1,0.9062,5,1.64,23.7,1.1356,269.33,366.597,1.016,1399.6,0,490.442,123.845,411544.76,1368.333
TRIP-2161,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3791.4,14.79,164605.6,0.9683,3,2.05,15.2,1.0728,256.35,656.817,1.048,1770.3,0,837.268,180.451,692569.04,2335.978
TRIP-2162,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,991.0,15.32,98580.8,0.5799,2,1.44,17.6,1.0514,64.69,419.141,1.048,1794.1,1,512.241,93.1,598465.1,276.61
TRIP-2163,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3420.1,15.25,13877.8,0.7502,5,2.63,31.5,1.1473,224.27,349.512,1.032,842.6,1,438.162,88.65,282960.44,1568.62
TRIP-2164,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3423.6,13.35,26621.8,0.3803,2,0.92,9.0,1.0385,256.45,296.004,1.04,1103.4,1,358.186,62.182,241325.32,1282.306
TRIP-2165,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3282.0,13.52,36074.7,0.5154,2,1.07,15.2,1.0478,242.75,602.895,1.04,1132.8,0,777.135,174.24,762028.25,971.419
TRIP-2166,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2876.6,9.28,25552.6,0.7985,4,1.71,29.5,1.1192,309.98,79.788,1.064,673.9,1,138.768,58.98,99286.16,496.789
TRIP-2167,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,517.6,12.01,52283.9,0.5126,3,1.77,22.4,1.0836,43.1,15.605,1.016,1376.7,0,20.974,5.369,87727.2,6.082
TRIP-2168,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3936.5,13.92,137836.0,0.8108,2,0.91,16.0,1.049,282.79,1455.147,1.048,1800.7,1,1829.299,374.152,2047228.9,987.821
TRIP-2169,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2277.4,13.73,27542.5,0.3935,2,1.38,14.6,1.0469,165.87,181.737,1.04,1054.9,0,222.192,40.455,197059.76,619.916
TRIP-2170,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1832.4,13.23,16006.3,0.8652,2,1.73,8.5,1.0377,138.5,144.523,1.032,910.7,1,172.129,27.606,118019.98,616.222
TRIP-2171,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,758.8,11.86,56715.9,0.8102,5,2.53,30.5,1.1458,63.98,50.155,1.04,1063.8,0,71.579,21.424,79581.62,199.705
TRIP-2172,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,3575.4,13.94,59920.7,0.856,2,1.42,11.3,1.0419,256.48,825.091,1.04,1123.9,1,1026.347,201.256,1148231.7,554.227
TRIP-2173,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,787.0,12.13,8615.8,0.4657,3,2.43,12.3,1.0685,64.88,47.678,1.032,840.6,0,65.861,18.183,56633.82,235.782
TRIP-2174,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1359.5,10.81,66618.1,0.9517,3,1.52,13.6,1.0704,125.76,88.738,1.04,1055.3,0,123.727,34.989,100460.74,442.943
TRIP-2175,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,507.1,10.73,45134.3,0.4425,2,1.29,17.0,1.0505,47.26,77.639,1.016,1389.3,0,111.265,33.626,151391.5,60.083
TRIP-2176,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3453.3,9.66,16344.6,0.5108,2,1.79,11.6,1.0424,357.48,84.157,1.064,718.2,0,135.596,51.439,123514.88,378.313
TRIP-2177,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3463.7,13.39,65091.3,0.3829,3,2.16,14.4,1.0716,258.68,488.98,1.048,1794.2,0,663.038,174.058,450583.56,2373.676
TRIP-2178,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2616.5,17.73,16914.2,0.9143,3,1.0,25.3,1.0879,147.57,374.551,1.032,929.2,0,453.288,78.737,296838.56,1622.771
TRIP-2179,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2288.0,17.33,8624.6,0.4662,5,2.47,39.4,1.1591,132.03,94.958,1.032,843.7,0,120.506,25.548,353216.8,34.947
TRIP-2180,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1002.5,11.01,25512.4,0.3645,4,3.55,17.9,1.1018,91.05,58.704,1.04,1096.2,0,88.689,29.985,78737.18,317.507
TRIP-2181,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1226.7,10.71,86002.5,0.5059,3,2.47,19.2,1.0788,114.54,248.785,1.048,1735.8,0,378.156,129.371,455471.6,204.204
TRIP-2182,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2763.2,12.43,8170.4,0.4416,2,1.37,18.7,1.053,222.3,58.653,1.032,928.7,0,77.817,19.164,233687.6,22.567
TRIP-2183,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,4009.6,10.74,111138.0,0.6538,3,2.45,15.6,1.0734,373.33,849.05,1.048,1787.1,0,1307.34,458.29,1477574.0,705.964
TRIP-2184,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1688.2,10.06,37226.1,0.5318,6,4.21,33.8,1.1757,167.81,187.413,1.04,1148.8,0,309.109,121.696,363769.9,166.919
TRIP-2185,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3128.9,11.83,112678.3,0.6628,2,1.49,14.0,1.046,264.49,370.621,1.048,1739.6,0,486.975,116.354,341424.5,1743.371
TRIP-2186,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3051.5,11.26,14224.7,0.4445,2,0.83,17.0,1.0505,271.0,114.258,1.064,692.0,1,164.674,50.416,115347.88,589.533
TRIP-2187,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3238.0,13.77,14775.4,0.7987,3,2.64,25.4,1.0881,235.15,272.69,1.032,875.2,1,347.871,75.181,226980.02,1245.378
TRIP-2188,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3386.5,13.44,159013.9,0.9354,4,1.58,22.1,1.1081,251.97,552.882,1.048,1753.3,0,752.041,199.159,505765.42,2692.307
TRIP-2189,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1493.7,15.49,8334.2,0.4505,1,0.41,7.9,1.0118,96.43,294.076,1.032,868.5,1,336.034,41.958,330532.3,420.043
TRIP-2190,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3491.8,11.36,166886.4,0.9817,3,1.33,12.2,1.0683,307.38,411.681,1.048,1732.1,1,559.563,147.882,381929.06,2003.236
TRIP-2191,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1917.0,10.73,112922.3,0.6642,3,2.5,25.8,1.0887,178.66,186.874,1.048,1732.0,0,281.759,94.885,214190.58,1008.697
TRIP-2192,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,911.4,16.95,78580.9,0.7704,4,3.52,28.1,1.1171,53.77,58.319,1.016,1411.9,1,70.444,12.125,221743.2,20.429
TRIP-2193,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3401.8,16.09,16543.4,0.8942,2,1.08,12.5,1.0437,211.42,134.005,1.032,883.1,1,155.863,21.858,447716.4,45.2
TRIP-2194,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1353.9,14.42,48038.7,0.6863,4,3.11,21.4,1.1071,93.89,147.648,1.04,1114.5,0,184.463,36.815,138117.06,660.378
TRIP-2195,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2628.7,14.0,30155.2,0.9424,4,3.25,32.3,1.1235,187.76,149.164,1.064,675.0,0,189.696,40.532,165712.88,529.252
TRIP-2196,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3801.8,14.74,148439.8,0.8732,1,0.62,4.9,1.0073,257.92,639.765,1.048,1750.1,1,779.678,139.913,643148.84,2175.302
TRIP-2197,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2708.3,12.5,95630.9,0.5625,4,2.34,28.5,1.1178,216.66,303.665,1.048,1731.9,0,402.669,99.004,353581.82,1123.447
TRIP-2198,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,875.4,15.38,77485.6,0.7597,2,1.15,10.9,1.0413,56.92,298.015,1.016,1413.4,0,336.735,38.72,399408.5,181.837
TRIP-2199,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1924.6,12.59,29761.1,0.93,4,1.52,25.2,1.1128,152.87,88.077,1.064,718.2,1,123.204,35.127,109349.12,343.739
TRIP-2200,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2188.1,10.49,93356.4,0.9153,3,2.6,16.5,1.0748,208.59,55.483,1.016,1459.7,1,78.298,22.815,243734.4,22.706
TRIP-2201,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3704.8,13.6,71127.8,0.6973,2,1.56,18.7,1.053,272.41,893.713,1.016,1454.0,1,1118.018,224.305,1086617.1,1397.523
TRIP-2202,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2125.0,15.99,15275.8,0.8257,1,0.67,4.4,1.0066,132.9,81.46,1.032,872.2,0,93.406,11.946,277336.8,27.088
TRIP-2203,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3400.6,13.49,21116.8,0.6599,5,3.7,35.5,1.1533,252.08,385.66,1.064,632.7,0,543.141,157.481,533733.95,678.926
TRIP-2204,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,1282.4,12.21,114629.9,0.6743,2,1.21,14.4,1.0466,105.03,141.114,1.048,1754.0,1,194.437,53.323,186660.86,542.479
TRIP-2205,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3930.9,11.6,29033.7,0.9073,1,0.36,7.8,1.0117,338.87,174.708,1.064,684.8,1,222.726,48.018,151340.12,797.359
TRIP-2206,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3893.3,16.78,51086.8,0.5009,2,0.89,10.6,1.0409,232.02,1361.438,1.016,1469.6,0,1542.29,180.852,1494175.5,1927.862
TRIP-2207,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,4014.4,15.39,44404.3,0.6343,3,1.98,18.3,1.0775,260.84,428.095,1.04,1117.6,0,524.051,95.956,432509.78,1462.102
TRIP-2208,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,3367.9,9.78,54513.2,0.7788,2,0.93,10.2,1.0403,344.37,375.606,1.04,1079.7,0,546.757,171.151,625182.7,295.249
TRIP-2209,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3463.5,13.58,16182.4,0.8747,4,2.56,21.5,1.1073,255.04,288.408,1.032,875.1,1,380.404,91.996,247150.48,1361.846
TRIP-2210,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3625.4,12.75,131890.4,0.7758,2,0.94,17.7,1.0515,284.35,512.865,1.048,1738.0,1,632.667,119.802,427253.54,2264.948
TRIP-2211,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,2787.2,14.02,44415.1,0.6345,1,0.6,11.4,1.0171,198.8,283.678,1.04,1139.7,1,347.677,63.999,234809.74,1244.684
TRIP-2212,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2519.5,11.48,148034.8,0.8708,2,1.19,10.4,1.0406,219.47,257.039,1.048,1748.5,1,327.559,70.52,290496.02,913.89
TRIP-2213,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2177.3,10.48,144019.5,0.8472,3,2.14,15.7,1.0736,207.76,184.081,1.048,1732.1,0,264.137,80.056,245526.86,736.942
TRIP-2214,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3797.4,11.36,50990.1,0.4999,2,1.66,12.9,1.0443,334.28,264.551,1.016,1463.4,0,358.747,94.196,308822.66,1000.904
TRIP-2215,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2851.3,12.02,23424.3,0.732,3,0.99,20.8,1.0812,237.21,261.22,1.064,719.3,0,368.033,106.813,367381.35,460.041
TRIP-2216,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,4000.3,14.5,62253.4,0.8893,3,2.45,23.5,1.0853,275.88,926.115,1.04,1108.9,1,1179.304,253.189,1139588.8,1474.13
TRIP-2217,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1099.2,14.47,98913.8,0.9697,4,1.97,29.9,1.1199,75.96,320.04,1.016,1439.7,0,408.793,88.753,417353.35,510.991
